,lbcItemName,label
24369,סנו ז'אוול סמיכה 4 ליטר,"חומרי כביסה, ניקוי והדברה"
24370,סנובון נוזל לניקוי צמד 2*750מל,"חומרי כביסה, ניקוי והדברה"
24371,חופשי חופשי מקלוני כותנא 200יח,תרופות וצורכי רפואה שונים
24372,סנו מקסימה סנסטיב 1.5,"חומרי כביסה, ניקוי והדברה"
24373,סנו זיג זג לחלונות,"חומרי כביסה, ניקוי והדברה"
24374,מטלית רצפה זיגזג,"חומרי כביסה, ניקוי והדברה"
24375,מטלית זיגזג 3יח,"חומרי כביסה, ניקוי והדברה"
24376,מטלית רצפה זיג זג קולור,"חומרי כביסה, ניקוי והדברה"
24377,סנו סושי רדידי אלומיניום 7.5*45,צורכי משק בית אחרים
24378,רדיד 30 סמ 25 מטר,צורכי משק בית אחרים
24379,סנו סושי רדידי אלומיניום 7.5*30,צורכי משק בית אחרים
24380,סנו  סושי כריות יפניות 4 יח,"חומרי כביסה, ניקוי והדברה"
24381,זיג זג פרימיום שלישיה,"חומרי כביסה, ניקוי והדברה"
24382,"סנו פוליטול 250 מ""""ל","חומרי כביסה, ניקוי והדברה"
24383,סנו מקסימה סנסיטיב 1.25 קג,"חומרי כביסה, ניקוי והדברה"
24384,סנו מקסימה ביו 1.25 קג,"חומרי כביסה, ניקוי והדברה"
24385,סנו מקסימה אפקט ג'אוול 2.5 קג,"חומרי כביסה, ניקוי והדברה"
24386,סנו ג'אוול תרכיז ניקוי 4 ליטר,"חומרי כביסה, ניקוי והדברה"
24387,מנקה ומחטא ניאגרה טבליה סנו גוול,"חומרי כביסה, ניקוי והדברה"
24388,50/70 סנו סושי רב שקית 60,צורכי משק בית אחרים
24389,סנו סושי צמד שקיות אוכל 200 יח',צורכי משק בית אחרים
24390,סנו סושי צמד שקיות אוכל מתכלות 150 קרטון,צורכי משק בית אחרים
24391,50/70 סנו סושי רב שקית 25,צורכי משק בית אחרים
24392,סנו סושי 200 שקיות אוכל,צורכי משק בית אחרים
24393,סנו רב מגבת גמבו,"חומרי כביסה, ניקוי והדברה"
24394,סנו סושי צמד רדידי אלומיניום 7.5*30,צורכי משק בית אחרים
24395,סנו סושי צמד רדידי אלומיניום 7.5*45,צורכי משק בית אחרים
24396,מנקה אסלות 00 צמד,"חומרי כביסה, ניקוי והדברה"
24397,בייבי כיף טלק 200 גרם,
24398,סנו סושי מטלית דאקור 9 יח,"חומרי כביסה, ניקוי והדברה"
24399,סנו ספוג סאקי,
24400,סנו סושי 2 ספוגית,"חומרי כביסה, ניקוי והדברה"
24401,סנו סושי מתולתל זוג,"חומרי כביסה, ניקוי והדברה"
24402,ספוגיות אל חלד זוג,"חומרי כביסה, ניקוי והדברה"
24403,סנו סושי פלסטיק נצמד 300 מטר,צורכי משק בית אחרים
24404,סנו סושי רדיד אלומיניום 100 מטר,צורכי משק בית אחרים
24405,סנו סושי פלסטיק נצמד 150 מטר,צורכי משק בית אחרים
24406,שמן סויה מזוכך זהב,שמנים
24407,ליידי פצפון קרם,
24408,ליידי פצפון קרם,
24409,פדיקרם,
24410,פדיקרם,
24411,פינק רול און,צורכי רחצה וקוסמטיקה
24412,זוג ק.ידיים עלמה פלוס,צורכי רחצה וקוסמטיקה
24413,טחון מן הצומח,בשר משומר ומעובד
24414,אדמונית קטן קג טרי,
24415,"טבעול שניצל צמחי 1ק""""ג",בשר משומר ומעובד
24416,נקניקיה מן הצומח 750 גרם,בשר משומר ומעובד
24417,המבורגר צמחי 750 גרם,בשר משומר ומעובד
24418,קבב צמחי 750 גרם,בשר משומר ומעובד
24419,אדמונית בינוני קג טרי,
24420,קציצה בטעם בשרי מן הצומח 750 גרם,בשר משומר ומעובד
24421,שניצל טבעול  בטעם עוף,בשר משומר ומעובד
24422,נקניקיה וינר 750 גרם,בשר משומר ומעובד
24423,חטיפים מן הצומח טבעול 750 גרם,בשר משומר ומעובד
24424,כדורים בטעם בשר טבעול 750גר,בשר משומר ומעובד
24425,טחון  מן הצומח 400 גרם,בשר משומר ומעובד
24426,שניצל מן הצומח,בשר משומר ומעובד
24427,נקניקיות טבעול,בשר משומר ומעובד
24428,רוגלך במאפית במשקל,מוצרי בצק
24429,שניצל  פרי ברכה,בשר משומר ומעובד
24430,נקניקיה פרי ברכה,בשר משומר ומעובד
24431,סלט ביצים במשקל,
24432,שניצל ברוקולי,בשר משומר ומעובד
24433,טבעולייט קציצת ירקות 450 גרם,בשר משומר ומעובד
24434,טבעולייט קוטלט 450 גרם,בשר משומר ומעובד
24435,נקניקיה מן הצומח סמי מוסד,בשר משומר ומעובד
24436,לחם שאור אגוזים,
24437,שניצל לקט ירקות,בשר משומר ומעובד
24438,שניצל תירס טבע טבעול 750 גרם,בשר משומר ומעובד
24439,שניצל תרד,בשר משומר ומעובד
24440,שניצל כרובית,בשר משומר ומעובד
24441,נקנקיות מיני קוקטייל צמחי טבעול 750 גרם,בשר משומר ומעובד
24442,שניצל תירס מקסיקני,בשר משומר ומעובד
24443,קציצה ביתית מקשואים 600גר,בשר משומר ומעובד
24444,קציצה ביתית לקט ירקות,בשר משומר ומעובד
24445,חטיפי תירס טבעול 600 גרם,בשר משומר ומעובד
24446,שניצל מן הצומח  5% שומן,בשר משומר ומעובד
24447,פסטה בולונז 700 גרם,בשר משומר ומעובד
24448,תבשיל כפרי 700גרם,בשר משומר ומעובד
24449,תבשיל סצואן 700גרם,בשר משומר ומעובד
24450,תבשיל מגדרה 700גרם,בשר משומר ומעובד
24451,חטיפי כרובית 500 גרם,בשר משומר ומעובד
24452,חטיפי ברוקולי 500 גרם,בשר משומר ומעובד
24453,שניצל טקסס 500גר,בשר משומר ומעובד
24454,שניצל ירושלמי,בשר משומר ומעובד
24455,תבשיל ניו- יורק מיקס 700 גרם,בשר משומר ומעובד
24456,שווארמה מתובלת מן הצומח 500 גרם,בשר משומר ומעובד
24457,תבשיל אורז עם חומוס,בשר משומר ומעובד
24458,נקניקיות מן הצומח בפיתה,בשר משומר ומעובד
24459,אפונה וגזר מעובדת A2,
24460,פול מיצרי A2,
24461,שעועית אפוייה 570 גר,ירקות משומרים
24462,חומוס גרגירים 560 גר,ירקות משומרים
24463,תירס גרעינים A2,ירקות משומרים
24464,תירס ואקום Z12,ירקות משומרים
24465,מושט בינוני טרי אמנון,דגים
24466,מושט זעיר קג טרי אמנון,דגים
24467,מושט קטן טרי אמנון,דגים
24468,טונה יונה במים 120גר,שימורי דגים ודגים מעובדים
24469,טונה יונה 110גר,שימורי דגים ודגים מעובדים
24470,פרגית במרינדה/רוטב,
24471,טונה קונט. בשמן A2,שימורי דגים ודגים מעובדים
24472,ממרח סלמון 100גרם,שימורי דגים ודגים מעובדים
24473,סלט טונה 160גר,שימורי דגים ודגים מעובדים
24474,סלט טונה 100גר,שימורי דגים ודגים מעובדים
24475,לא פעיל - בורקס גבינה,מוצרי בצק
24476,סרדין סטאר קלאב א-2 600גר,שימורי דגים ודגים מעובדים
24477,סרדין מרוקאי פלפל 120גר,שימורי דגים ודגים מעובדים
24478,סרדין מרוקאי 120גר,שימורי דגים ודגים מעובדים
24479,סרדין סטאר 120 5-2גרם-נווה ציון כ'פ,שימורי דגים ודגים מעובדים
24480,סרדין סטאר 6-8,שימורי דגים ודגים מעובדים
24481,סרדין סטאר בשמן זית 120 גרם,שימורי דגים ודגים מעובדים
24482,סרדין סטאר בשמן סויה 2-5 120 גר,שימורי דגים ודגים מעובדים
24483,טונה פרורים,שימורי דגים ודגים מעובדים
24484,טונה נון פירורים בשמן 170גר,שימורי דגים ודגים מעובדים
24485,מארז חמישיות טונה יונה בשמן 110 גרם,שימורי דגים ודגים מעובדים
24486,סרדין ברוטב עגבניות 120גר,שימורי דגים ודגים מעובדים
24487,מארז שלישיות כנרת,שימורי דגים ודגים מעובדים
24488,סרדין כנרת בשמן 120גרם,שימורי דגים ודגים מעובדים
24489,שפרוטים ריגה 120גר,שימורי דגים ודגים מעובדים
24490,טונה פסטרמה  מעושנת 110גא,שימורי דגים ודגים מעובדים
24491,טונה יונה בשמן 100גרם,שימורי דגים ודגים מעובדים
24492,טונה יונה בשמן 160גר',שימורי דגים ודגים מעובדים
24493,טונה יונה בשמן 170גר 'רביעיות,שימורי דגים ודגים מעובדים
24494,טונה יונה במים 180גר',שימורי דגים ודגים מעובדים
24495,ממרח טונה 100גר,שימורי דגים ודגים מעובדים
24496,קוויאר אדום במשקל,שימורי דגים ודגים מעובדים
24497,שפרוט בלטיק 120גרם,שימורי דגים ודגים מעובדים
24498,קוויאר קיטה במשקל,שימורי דגים ודגים מעובדים
24499,יונה טונה בשמן רביעייה 110ג,שימורי דגים ודגים מעובדים
24500,סלט טונה 170גר 'רביעיות,שימורי דגים ודגים מעובדים
24501,סלט טונה A2,שימורי דגים ודגים מעובדים
24502,פילה מקרל מעושן 120גר מוזהב,שימורי דגים ודגים מעובדים
24503,פילה מקרל מעושן 120גר,שימורי דגים ודגים מעובדים
24504,אס-  ירקות עם דגים ברוטב עגבניות 120 גר,שימורי דגים ודגים מעובדים
24505,טונה יונה בשמן A2,שימורי דגים ודגים מעובדים
24506,מארז שלישיות אס קוליאס,שימורי דגים ודגים מעובדים
24507,"לא פעיל - בורקס תפו""""א",מוצרי בצק
24508,"טונה יונה בשמן 80 ג""""ר",שימורי דגים ודגים מעובדים
24509,"טונה יונה בשמן 80 ג""""ר שלישיה",שימורי דגים ודגים מעובדים
24510,"לגונה טונה בשמן כשל""""פ  מהדרין 100גר",שימורי דגים ודגים מעובדים
24511,"לגונה ממרח צמחי 160 גרם בד""""צ",
24512,טונה בשמן שפע שוק 160גר,שימורי דגים ודגים מעובדים
24513,טונה במים שפע שוק 160גר,שימורי דגים ודגים מעובדים
24514,טונה בשמן שפע שוק 6\1 *160גר,שימורי דגים ודגים מעובדים
24515,טונה במים שפע שוק 6\1*160גר,שימורי דגים ודגים מעובדים
24516,שפע שוק סרדין בשמן סויה,שימורי דגים ודגים מעובדים
24517,שפע שוק סרדין בשמן זית,שימורי דגים ודגים מעובדים
24518,שפע שוק סרדין עם פלפל חריף,שימורי דגים ודגים מעובדים
24519,טונה יונה בשמן זית 110גר,שימורי דגים ודגים מעובדים
24520,"לגונה ממרח צמחי 85 גרם בד""""צ שלישיות",
24521,"לגונה טונה בשמן א-2 כשל""""פ  מהדרין 545גר",שימורי דגים ודגים מעובדים
24522,טונה 1 קג,שימורי דגים ודגים מעובדים
24523,טונה בשמן 170גר,שימורי דגים ודגים מעובדים
24524,טונה במים 180גרם,שימורי דגים ודגים מעובדים
24525,"סרדין לגונה 2-5 שמן סויה 120 גר' בד""""צ",שימורי דגים ודגים מעובדים
24526,סרדין לגונה בשמן זית 120 גרם,שימורי דגים ודגים מעובדים
24527,סרדין לגונה מעושן 2-5 120 גרם,שימורי דגים ודגים מעובדים
24528,מעדן טונה סלסה 150גרם,שימורי דגים ודגים מעובדים
24529,פטה טונה,שימורי דגים ודגים מעובדים
24530,יונה סלט טונה לגונה 600 גר,שימורי דגים ודגים מעובדים
24531,טונה יונה במים A2,שימורי דגים ודגים מעובדים
24532,טונה יונהבשמן + סויה 1000 גר - נון,שימורי דגים ודגים מעובדים
24533,סרדינים 2-5 120גר נסיך הים,שימורי דגים ודגים מעובדים
